rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,late_delay
540190,365531,mobile,ended,9.0,,,Late < 15
540217,398802,mobile,ended,-988.0,543426.0,720.0,Early
540298,202057,mobile,ended,-6.0,,,Early
540330,362860,mobile,ended,-18.0,,,Early
540369,341086,mobile,ended,-62.0,,,Early
540434,402505,mobile,ended,210.0,,,Late > 120
540479,374684,mobile,ended,12.0,539751.0,0.0,Late < 15
540553,303506,mobile,ended,-24.0,,,Early
540633,396732,mobile,ended,-5.0,,,Early
540649,352528,connect,ended,90.0,,,90 < Late < 120
540735,314897,mobile,ended,-14.0,,,Early
540966,405906,mobile,ended,11.0,,,Late < 15
541014,321607,mobile,ended,-7.0,,,Early
541060,280562,mobile,ended,146.0,,,Late > 120
541174,284552,mobile,ended,-25.0,,,Early
541372,387559,mobile,ended,13.0,,,Late < 15
541444,397413,mobile,ended,901.0,,,Late > 120
541784,408830,mobile,ended,52.0,,,45 < Late < 60
541862,382364,mobile,ended,125.0,540607.0,0.0,Late > 120
541948,321674,mobile,ended,165.0,,,Late > 120
541991,329496,mobile,ended,-25.0,,,Early
542149,371368,mobile,ended,83.0,,,60 < Late < 90
542203,388268,mobile,ended,69.0,,,60 < Late < 90
542222,207728,mobile,ended,156.0,,,Late > 120
542339,322005,mobile,ended,12.0,,,Late < 15
542374,409676,mobile,ended,50.0,540444.0,180.0,45 < Late < 60
542400,315909,mobile,ended,-7.0,,,Early
542520,401751,mobile,ended,183.0,,,Late > 120
542661,391512,mobile,ended,-170.0,,,Early
542894,218964,mobile,ended,-36.0,,,Early
542942,358082,connect,ended,-106.0,,,Early
543012,393044,mobile,ended,9.0,,,Late < 15
543050,379428,mobile,ended,-21.0,,,Early
543088,200316,mobile,ended,64.0,,,60 < Late < 90
543150,410052,mobile,ended,23.0,,,15 < Late < 30
543180,350521,mobile,ended,14.0,,,Late < 15
543186,395671,mobile,ended,5.0,,,Late < 15
543243,344149,mobile,ended,300.0,,,Late > 120
543251,409296,mobile,ended,-18.0,,,Early
543287,377312,mobile,ended,12.0,,,Late < 15
543321,371572,connect,ended,48.0,,,45 < Late < 60
543328,358772,connect,ended,-9.0,552619.0,240.0,Early
543437,409808,mobile,ended,-57.0,,,Early
543443,356551,connect,ended,-529.0,,,Early
543464,399161,mobile,ended,670.0,,,Late > 120
543614,378939,mobile,ended,-1087.0,,,Early
543676,390481,mobile,ended,-53.0,,,Early
543679,225795,connect,ended,64.0,540663.0,540.0,60 < Late < 90
543681,368432,mobile,ended,2.0,,,Late < 15
543761,294189,mobile,ended,24.0,,,15 < Late < 30
543780,319708,mobile,ended,55.0,,,45 < Late < 60
543808,369230,mobile,ended,75.0,536315.0,60.0,60 < Late < 90
543984,313085,mobile,ended,-44.0,,,Early
544164,301301,connect,ended,-244.0,,,Early
544167,306607,connect,ended,337.0,,,Late > 120
544197,387939,connect,ended,39.0,,,30 < Late < 45
544443,337047,mobile,ended,56.0,,,45 < Late < 60
544586,312389,mobile,ended,31.0,,,30 < Late < 45
544617,367627,mobile,ended,-23.0,,,Early
544763,394781,mobile,ended,233.0,,,Late > 120
544777,387810,connect,ended,50.0,,,45 < Late < 60
544937,348400,mobile,ended,108.0,,,90 < Late < 120
544967,373545,mobile,ended,56.0,,,45 < Late < 60
544980,350135,mobile,ended,-2.0,,,Early
545064,194343,connect,ended,74.0,,,60 < Late < 90
545068,374684,mobile,ended,-31.0,,,Early
545171,292910,mobile,ended,7.0,,,Late < 15
545214,363658,mobile,ended,302.0,,,Late > 120
545272,370585,connect,ended,-98.0,,,Early
545319,353251,mobile,ended,93.0,,,90 < Late < 120
545320,224133,mobile,ended,20.0,,,15 < Late < 30
545438,393172,connect,ended,-467.0,,,Early
545741,409096,mobile,ended,20.0,,,15 < Late < 30
545763,366310,mobile,ended,69.0,,,60 < Late < 90
545782,382901,mobile,ended,-9.0,,,Early
545922,409695,mobile,ended,-80.0,,,Early
545947,396470,mobile,ended,-44.0,,,Early
546024,381038,mobile,ended,163.0,,,Late > 120
546150,242106,mobile,ended,-2.0,,,Early
546169,409274,mobile,ended,10.0,,,Late < 15
546252,408509,mobile,ended,-52.0,,,Early
546477,383309,mobile,ended,16.0,548486.0,660.0,15 < Late < 30
546484,409391,mobile,ended,92.0,,,90 < Late < 120
546564,392732,mobile,ended,7.0,,,Late < 15
546745,342645,connect,ended,-55.0,,,Early
546822,394781,mobile,ended,30.0,,,30 < Late < 45
546865,399535,mobile,ended,261.0,,,Late > 120
546888,295783,connect,ended,84.0,,,60 < Late < 90
546935,348526,connect,ended,85.0,,,60 < Late < 90
546938,410452,mobile,ended,10.0,,,Late < 15
546957,405122,mobile,ended,-113.0,,,Early
546991,377219,connect,ended,423.0,,,Late > 120
547033,276276,mobile,ended,500.0,,,Late > 120
547122,385574,connect,ended,-5.0,,,Early
547160,409344,mobile,ended,1.0,,,Late < 15
547177,214635,connect,ended,-548.0,,,Early
547188,231676,mobile,ended,266.0,535868.0,30.0,Late > 120
547198,381684,mobile,ended,145.0,,,Late > 120
547223,188944,connect,ended,8.0,,,Late < 15
547236,392147,mobile,ended,-8.0,,,Early
547348,374614,mobile,ended,74.0,,,60 < Late < 90
547557,408406,mobile,ended,126.0,,,Late > 120
548028,409718,mobile,ended,15.0,,,15 < Late < 30
548215,367346,mobile,ended,-8.0,,,Early
548279,317330,connect,ended,-692.0,,,Early
548352,409458,mobile,ended,195.0,,,Late > 120
548598,288973,mobile,ended,-133.0,,,Early
548603,363820,mobile,ended,-22.0,,,Early
548646,282893,mobile,ended,201.0,,,Late > 120
548702,406104,mobile,ended,21.0,,,15 < Late < 30
548897,278005,mobile,ended,-307.0,,,Early
548904,373316,mobile,ended,-40.0,,,Early
548912,411521,mobile,ended,225.0,553683.0,60.0,Late > 120
549047,369608,mobile,ended,-37.0,,,Early
549261,360829,mobile,ended,-12.0,,,Early
549266,411687,mobile,ended,-11.0,,,Early
549273,175887,connect,ended,-26.0,,,Early
549290,364907,connect,ended,-49.0,,,Early
549340,181607,mobile,ended,381.0,,,Late > 120
549345,369881,connect,ended,22.0,,,15 < Late < 30
549444,177058,mobile,ended,144.0,,,Late > 120
549446,391174,mobile,ended,69.0,,,60 < Late < 90
549499,408814,mobile,ended,19.0,,,15 < Late < 30
549558,328016,mobile,ended,10.0,,,Late < 15
549579,273263,mobile,ended,-5.0,,,Early
549674,390702,connect,ended,-127.0,,,Early
549692,358131,mobile,ended,-158.0,,,Early
549808,310219,connect,ended,54.0,,,45 < Late < 60
549874,409690,mobile,ended,3.0,,,Late < 15
549901,383481,mobile,ended,201.0,,,Late > 120
549923,407730,mobile,ended,167.0,,,Late > 120
550000,378182,mobile,ended,-136.0,,,Early
550134,294883,mobile,ended,-158.0,,,Early
550211,407838,mobile,ended,20.0,,,15 < Late < 30
550224,358567,connect,ended,-7.0,,,Early
550246,408578,mobile,ended,-15.0,,,Early
550248,382901,mobile,ended,-127.0,545782.0,60.0,Early
550459,295815,mobile,ended,82.0,,,60 < Late < 90
550537,239798,connect,ended,37.0,,,30 < Late < 45
550660,399967,mobile,ended,0.0,,,Late < 15
550808,346652,connect,ended,-41.0,,,Early
550929,310681,connect,ended,-25.0,,,Early
551031,409711,mobile,ended,-1283.0,,,Early
551040,383343,mobile,ended,40.0,,,30 < Late < 45
551069,359880,connect,ended,-22.0,549192.0,180.0,Early
551108,291723,mobile,ended,211.0,,,Late > 120
551128,382939,mobile,ended,97.0,,,90 < Late < 120
551137,295783,connect,ended,16.0,,,15 < Late < 30
551179,304570,mobile,ended,536.0,,,Late > 120
551227,341710,mobile,ended,159.0,,,Late > 120
551317,283001,mobile,ended,-7.0,,,Early
551364,406062,connect,ended,34.0,,,30 < Late < 45
551429,277888,mobile,ended,203.0,,,Late > 120
551679,381233,mobile,ended,275.0,,,Late > 120
551795,382793,mobile,ended,-193.0,,,Early
551907,171249,mobile,ended,11.0,,,Late < 15
552204,348625,mobile,ended,91.0,,,90 < Late < 120
552209,412676,mobile,ended,23.0,,,15 < Late < 30
552233,245154,connect,ended,4.0,,,Late < 15
552265,408202,mobile,ended,-28.0,,,Early
552330,384657,connect,ended,23.0,554800.0,0.0,15 < Late < 30
552342,376619,mobile,ended,-965.0,547312.0,0.0,Early
552389,307335,mobile,ended,6.0,,,Late < 15
552425,385625,connect,ended,-102.0,550476.0,30.0,Early
552448,364662,mobile,ended,-232.0,,,Early
552524,173061,connect,ended,-22.0,,,Early
552655,406081,mobile,ended,322.0,,,Late > 120
552677,323777,mobile,ended,31.0,,,30 < Late < 45
552700,348673,mobile,ended,63.0,,,60 < Late < 90
552716,294883,mobile,ended,10.0,,,Late < 15
552850,315136,connect,ended,40.0,,,30 < Late < 45
552964,384385,mobile,ended,20.0,,,15 < Late < 30
553153,276924,mobile,ended,5.0,,,Late < 15
553354,401166,mobile,ended,7.0,,,Late < 15
553356,381684,mobile,ended,-1.0,,,Early
553367,385783,mobile,ended,24.0,519328.0,150.0,15 < Late < 30
553511,363658,mobile,ended,170.0,,,Late > 120
553532,355444,connect,ended,-20.0,,,Early
553660,412936,mobile,ended,-3.0,,,Early
553726,347847,mobile,ended,-36.0,,,Early
553730,390976,connect,ended,-29.0,,,Early
553755,393972,mobile,ended,1.0,,,Late < 15
553795,402528,connect,ended,11.0,,,Late < 15
553984,410694,mobile,ended,-148.0,,,Early
554025,293785,mobile,ended,37.0,,,30 < Late < 45
554508,241021,connect,ended,-37.0,,,Early
554572,380002,mobile,ended,358.0,,,Late > 120
554581,406629,mobile,ended,-5.0,,,Early
554695,402993,mobile,ended,17.0,560722.0,720.0,15 < Late < 30
555081,311353,mobile,ended,-72.0,,,Early
555083,328013,mobile,ended,161.0,,,Late > 120
555131,324889,mobile,ended,146.0,,,Late > 120
555458,351168,mobile,ended,-919.0,,,Early
555600,391519,connect,ended,-95.0,,,Early
555794,327585,mobile,ended,19.0,,,15 < Late < 30
555813,360548,mobile,ended,-26.0,,,Early
555992,375774,mobile,ended,58.0,,,45 < Late < 60
556072,320670,mobile,ended,21.0,,,15 < Late < 30
556079,374298,connect,ended,-1019.0,,,Early
556143,407632,mobile,ended,181.0,,,Late > 120
556483,413896,mobile,ended,14.0,,,Late < 15
556488,296213,mobile,ended,8.0,,,Late < 15
556580,397878,mobile,ended,77.0,,,60 < Late < 90
556608,368275,mobile,ended,-12.0,,,Early
556648,332548,mobile,ended,-581.0,,,Early
556696,234356,mobile,ended,59.0,,,45 < Late < 60
556755,395962,mobile,ended,98.0,,,90 < Late < 120
556986,402773,mobile,ended,23.0,,,15 < Late < 30
556999,406205,mobile,ended,14.0,,,Late < 15
557296,387427,mobile,ended,7.0,,,Late < 15
557314,383126,mobile,ended,-16.0,,,Early
557504,327732,mobile,ended,55.0,,,45 < Late < 60
557512,412816,mobile,ended,101.0,,,90 < Late < 120
557514,405433,mobile,ended,47.0,,,45 < Late < 60
557535,401623,mobile,ended,21.0,,,15 < Late < 30
557572,383139,mobile,ended,-85.0,,,Early
557674,375915,mobile,ended,15.0,550183.0,480.0,15 < Late < 30
557681,410151,mobile,ended,122.0,,,Late > 120
557685,272724,mobile,ended,996.0,,,Late > 120
557833,351547,mobile,ended,67.0,,,60 < Late < 90
557913,351021,mobile,ended,-4.0,,,Early
558047,396746,mobile,ended,-25.0,,,Early
558088,245154,connect,ended,-40.0,566170.0,180.0,Early
558250,375126,connect,ended,-4.0,549813.0,600.0,Early
558424,318867,mobile,ended,173.0,,,Late > 120
558525,297962,connect,ended,-256.0,555341.0,30.0,Early
558557,410258,mobile,ended,20.0,,,15 < Late < 30
558561,326755,mobile,ended,72.0,,,60 < Late < 90
558583,326578,mobile,ended,3.0,,,Late < 15
558709,316772,mobile,ended,102.0,,,90 < Late < 120
558759,368753,connect,ended,-126.0,,,Early
558974,321069,mobile,ended,-5.0,,,Early
559078,340616,connect,ended,27.0,,,15 < Late < 30
559318,344677,mobile,ended,2.0,,,Late < 15
559331,369354,mobile,ended,89.0,,,60 < Late < 90
559428,289720,connect,ended,-16.0,520878.0,90.0,Early
559435,281955,mobile,ended,18.0,553797.0,60.0,15 < Late < 30
559781,408776,mobile,ended,44.0,540868.0,0.0,30 < Late < 45
559817,394117,mobile,ended,21.0,,,15 < Late < 30
559924,376064,mobile,ended,-3.0,,,Early
560005,301068,mobile,ended,-78.0,,,Early
560079,288452,mobile,ended,52.0,,,45 < Late < 60
560720,404020,mobile,ended,-14.0,,,Early
560884,410068,mobile,ended,-41.0,,,Early
560886,375755,mobile,ended,84.0,,,60 < Late < 90
561054,387845,mobile,ended,-18.0,,,Early
561083,334859,mobile,ended,65.0,,,60 < Late < 90
561111,337217,mobile,ended,10.0,,,Late < 15
561157,373726,mobile,ended,-14.0,,,Early
561269,389467,mobile,ended,-21.0,,,Early
561285,392479,mobile,ended,-40.0,,,Early
561366,305917,mobile,ended,-104.0,,,Early
561368,249274,connect,ended,-3.0,558711.0,30.0,Early
561383,411754,connect,ended,173.0,,,Late > 120
561408,310444,connect,ended,-54.0,545475.0,360.0,Early
561450,192179,connect,ended,7.0,541144.0,540.0,Late < 15
561596,364996,mobile,ended,108.0,,,90 < Late < 120
561706,395613,mobile,ended,-38.0,,,Early
561726,409636,mobile,ended,-208.0,,,Early
562090,404542,mobile,ended,-35.0,,,Early
562173,394024,mobile,ended,73.0,,,60 < Late < 90
562174,381499,connect,ended,73.0,,,60 < Late < 90
562264,408060,mobile,ended,129.0,,,Late > 120
562291,404133,connect,ended,-709.0,,,Early
562409,410088,mobile,ended,-30.0,,,Early
562501,242546,mobile,ended,15.0,,,15 < Late < 30
562669,393442,mobile,ended,30.0,,,30 < Late < 45
562807,310571,mobile,ended,-14.0,,,Early
563003,310828,mobile,ended,-444.0,,,Early
563108,339515,mobile,ended,33.0,,,30 < Late < 45
563157,371572,connect,ended,-83.0,,,Early
563509,349894,connect,ended,-432.0,,,Early
563519,225602,mobile,ended,-16.0,,,Early
563552,241021,connect,ended,25.0,567278.0,60.0,15 < Late < 30
563933,347208,connect,ended,27.0,,,15 < Late < 30
563998,409663,mobile,ended,-47.0,,,Early
564045,381123,mobile,ended,99.0,554558.0,660.0,90 < Late < 120
564094,179429,mobile,ended,4.0,,,Late < 15
564208,361262,mobile,ended,90.0,,,90 < Late < 120
564414,195888,mobile,ended,20.0,564484.0,180.0,15 < Late < 30
564466,407869,mobile,ended,10.0,,,Late < 15
564500,382884,mobile,ended,69.0,555024.0,420.0,60 < Late < 90
564538,332366,mobile,ended,335.0,,,Late > 120
564642,340833,mobile,ended,-20.0,,,Early
564706,384747,mobile,ended,403.0,,,Late > 120
564785,399718,mobile,ended,1.0,,,Late < 15
564844,297962,connect,ended,-167.0,,,Early
564955,389994,mobile,ended,136.0,,,Late > 120
564992,366410,mobile,ended,62.0,,,60 < Late < 90
565108,354331,mobile,ended,-55.0,,,Early
565143,381435,mobile,ended,-100.0,,,Early
565205,406475,mobile,ended,-80.0,,,Early
565340,415170,mobile,ended,41.0,,,30 < Late < 45
565494,368210,mobile,ended,45.0,,,45 < Late < 60
565512,376391,mobile,ended,436.0,,,Late > 120
565540,281518,mobile,ended,-43.0,,,Early
505091,213807,connect,ended,-155.0,,,Early
505567,308565,mobile,ended,-3.0,,,Early
505859,268874,mobile,ended,42.0,,,30 < Late < 45
506321,393781,connect,ended,-1.0,,,Early
506970,226932,mobile,ended,-10.0,,,Early
507103,393584,mobile,ended,15.0,,,15 < Late < 30
507112,221297,mobile,ended,7.0,,,Late < 15
509566,372647,mobile,ended,181.0,,,Late > 120
509688,339975,mobile,ended,14.0,,,Late < 15
511872,386539,mobile,ended,7.0,,,Late < 15
512237,382279,mobile,ended,-10.0,,,Early
514673,402194,mobile,ended,-52.0,,,Early
516244,349131,mobile,ended,-34.0,,,Early
516585,389785,connect,ended,162.0,,,Late > 120
519260,359719,mobile,ended,946.0,,,Late > 120
519450,358846,mobile,ended,-12.0,,,Early
519451,251815,connect,ended,-76.0,,,Early
520147,392147,mobile,ended,1.0,536236.0,390.0,Late < 15
520580,168079,mobile,ended,-20.0,,,Early
520711,402078,mobile,ended,-17.0,,,Early
520750,337219,connect,ended,-154.0,,,Early
521526,282208,mobile,ended,-53.0,,,Early
522476,376514,mobile,ended,300.0,,,Late > 120
523920,363431,mobile,ended,-25.0,,,Early
524487,380866,mobile,ended,-15.0,545830.0,120.0,Early
525175,280805,connect,ended,9.0,,,Late < 15
525776,285846,mobile,ended,22.0,,,15 < Late < 30
527465,381512,mobile,ended,28.0,,,15 < Late < 30
527709,393442,mobile,ended,106.0,,,90 < Late < 120
528782,370513,mobile,ended,3.0,,,Late < 15
529239,354515,mobile,ended,10.0,565896.0,360.0,Late < 15
529492,207715,mobile,ended,-169.0,,,Early
529693,281955,mobile,ended,-67.0,,,Early
530325,356434,mobile,ended,-101.0,,,Early
530357,262206,mobile,ended,14.0,,,Late < 15
531233,276202,mobile,ended,-19.0,,,Early
531451,378003,mobile,ended,0.0,,,Late < 15
532171,368448,mobile,ended,9.0,,,Late < 15
532248,332611,mobile,ended,1110.0,,,Late > 120
532393,406388,mobile,ended,-54.0,,,Early
532695,320824,connect,ended,0.0,,,Late < 15
533129,405683,mobile,ended,-138.0,,,Early
533326,301632,mobile,ended,38.0,,,30 < Late < 45
533720,385295,mobile,ended,6.0,,,Late < 15
565543,364882,connect,ended,82.0,,,60 < Late < 90
565548,373925,mobile,ended,-10.0,,,Early
565581,374698,mobile,ended,-16.0,,,Early
565675,318715,mobile,ended,107.0,,,90 < Late < 120
565927,173376,mobile,ended,49.0,,,45 < Late < 60
566027,414498,mobile,ended,32.0,,,30 < Late < 45
566123,404483,mobile,ended,142.0,,,Late > 120
566273,375908,mobile,ended,44.0,,,30 < Late < 45
566292,414708,mobile,ended,48.0,,,45 < Late < 60
566331,328506,mobile,ended,-97.0,,,Early
566385,211860,connect,ended,58.0,,,45 < Late < 60
566551,334671,mobile,ended,25.0,,,15 < Late < 30
566661,390467,connect,ended,-651.0,569297.0,570.0,Early
566682,293785,mobile,ended,66.0,,,60 < Late < 90
566691,374921,mobile,ended,243.0,,,Late > 120
566709,313772,connect,ended,-73.0,,,Early
566762,407907,mobile,ended,16.0,,,15 < Late < 30
566797,386498,mobile,ended,349.0,,,Late > 120
566908,164960,connect,ended,-44.0,,,Early
566921,298388,mobile,ended,28.0,,,15 < Late < 30
567120,415953,mobile,ended,27.0,567178.0,150.0,15 < Late < 30
567208,268798,mobile,ended,41.0,,,30 < Late < 45
567278,241021,connect,ended,-425.0,563925.0,240.0,Early
567365,279764,mobile,ended,-35.0,,,Early
567423,402980,connect,ended,-125.0,,,Early
567424,414349,mobile,ended,59.0,,,45 < Late < 60
567433,401968,mobile,ended,100.0,,,90 < Late < 120
567442,410939,connect,ended,-353.0,,,Early
567446,366025,mobile,ended,-29.0,,,Early
567610,399205,mobile,ended,22.0,,,15 < Late < 30
567636,376840,connect,ended,101.0,564959.0,0.0,90 < Late < 120
567654,358772,connect,ended,-90.0,,,Early
567773,314572,mobile,ended,21.0,,,15 < Late < 30
567777,296295,mobile,ended,30.0,,,30 < Late < 45
568168,345738,mobile,ended,58.0,,,45 < Late < 60
568206,412469,mobile,ended,-12.0,,,Early
568817,314605,mobile,ended,43.0,565775.0,360.0,30 < Late < 45
569081,291932,connect,ended,-19.0,,,Early
569133,415843,mobile,ended,90.0,,,90 < Late < 120
569176,410396,mobile,ended,67.0,,,60 < Late < 90
569498,402528,connect,ended,-173.0,562527.0,630.0,Early
570153,159536,mobile,ended,-685.0,,,Early
570186,372609,mobile,ended,76.0,,,60 < Late < 90
570350,365926,connect,ended,-55.0,570337.0,60.0,Early
570406,293992,mobile,ended,-81.0,,,Early
570525,304566,mobile,ended,14.0,,,Late < 15
570819,353425,connect,ended,-17.0,573393.0,120.0,Early
571139,347208,connect,ended,-90.0,,,Early
505457,368083,mobile,ended,21.0,,,15 < Late < 30
506876,367382,mobile,ended,12.0,,,Late < 15
508843,398697,mobile,ended,1101.0,,,Late > 120
508971,232442,mobile,ended,-9.0,,,Early
510583,380867,mobile,ended,-1.0,,,Early
511106,377746,mobile,ended,-15.0,,,Early
511960,216796,mobile,ended,28.0,,,15 < Late < 30
512695,361217,mobile,ended,-26.0,,,Early
512958,305669,mobile,ended,-24.0,,,Early
513466,331681,mobile,ended,110.0,,,90 < Late < 120
514418,364237,mobile,ended,1360.0,,,Late > 120
515482,277553,mobile,ended,42.0,,,30 < Late < 45
516780,274943,mobile,ended,-238.0,,,Early
519413,397599,mobile,ended,89.0,,,60 < Late < 90
520615,265239,connect,ended,-22.0,,,Early
521364,257207,mobile,ended,694.0,,,Late > 120
522507,390927,connect,ended,183.0,523328.0,510.0,Late > 120
522667,214635,connect,ended,119.0,,,90 < Late < 120
524517,351304,mobile,ended,-70.0,,,Early
525092,310644,mobile,ended,22.0,,,15 < Late < 30
526071,404493,mobile,ended,42.0,,,30 < Late < 45
526089,369713,connect,ended,-73.0,,,Early
526147,298455,mobile,ended,-65.0,,,Early
526232,377364,mobile,ended,6.0,,,Late < 15
526562,403863,mobile,ended,-746.0,,,Early
526847,371520,mobile,ended,9.0,,,Late < 15
527537,404496,mobile,ended,-5.0,,,Early
527950,348901,mobile,ended,-191.0,,,Early
527981,358978,connect,ended,-60.0,541898.0,210.0,Early
529128,382700,mobile,ended,6.0,506728.0,0.0,Late < 15
529233,399528,connect,ended,-53.0,529252.0,480.0,Early
529252,399528,connect,ended,-104.0,,,Early
529465,248159,mobile,ended,1490.0,,,Late > 120
529768,339442,mobile,ended,16.0,,,15 < Late < 30
529809,285241,mobile,ended,7.0,,,Late < 15
530261,280805,connect,ended,28.0,,,15 < Late < 30
530274,204019,mobile,ended,14.0,,,Late < 15
530372,407199,mobile,ended,-10.0,,,Early
531442,398877,mobile,ended,-1.0,,,Early
531511,296967,connect,ended,-11.0,,,Early
531697,388490,mobile,ended,248.0,,,Late > 120
532257,289901,connect,ended,-157.0,,,Early
532328,259952,mobile,ended,-38.0,,,Early
532670,369634,mobile,ended,-95.0,,,Early
532787,226544,connect,ended,203.0,,,Late > 120
571284,403149,mobile,ended,-33.0,,,Early
571549,370907,mobile,ended,-36.0,,,Early
572456,352663,mobile,ended,33.0,,,30 < Late < 45
